Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Source Port,Destination Port,Label
3340485,3043,0,75,0,20259,80,DDoS
1830589,1926,0,75,0,47442,80,DDoS
13604,5,45,828,147,24235,8080,Bot
9786,7,1,1449,2934,31675,529,BENIGN
70092,18,43,4153,42348,16118,445,Infiltration
7632,18,15,849,641,15437,1012,BENIGN
1501,10,11,1333,3643,11794,16,BENIGN
40,2,0,0,0,62731,16499,PortScan
33350,11,39,200,805,22391,8080,Bot
3720119,1813,7,74,0,52751,80,DDoS
7603,14,4,95,3328,1981,33,BENIGN
6821,15,20,1081,1307,6024,263,BENIGN
7032,6,6,741,1780,36057,551,BENIGN
68194,43,61,39381,27721,7529,445,Infiltration
4801,1,6,374,4134,41129,473,BENIGN
6550,18,11,614,3691,38236,432,BENIGN
9803,8,20,892,4766,37273,440,BENIGN
9479,14,6,390,4979,19444,379,BENIGN
9399,15,16,869,3822,44928,768,BENIGN
16315,6,38,654,822,32960,8080,Bot
7255,13,17,1433,1085,42918,257,BENIGN
1421,13,14,465,4259,57382,234,BENIGN
5999,18,18,1387,1319,4173,821,BENIGN
21015,14,40,233,820,23421,8080,Bot
86711,27,53,34785,15621,51407,445,Infiltration
4635,9,2,1026,493,62694,517,BENIGN
8007,20,11,363,4400,21693,912,BENIGN
2077565,3846,8,98,0,28542,80,DDoS
6435,15,9,1301,201,4785,938,BENIGN
6234,15,19,1055,2677,35971,733,BENIGN
8562,1,15,818,4279,1058,1006,BENIGN
61,2,0,0,0,64953,33085,PortScan
5156,6,18,829,4464,26656,567,BENIGN
7991,3,13,342,1668,1958,715,BENIGN
9347,10,13,954,558,62460,349,BENIGN
6365,1,4,419,908,10259,470,BENIGN
1499,5,12,787,1508,37187,579,BENIGN
54,2,0,0,0,24576,46002,PortScan
6040,7,7,807,951,53947,265,BENIGN
3763380,1253,2,75,0,45007,80,DDoS
1795,6,1,1051,4886,12659,161,BENIGN
82,2,0,0,0,58346,722,PortScan
2426,15,14,961,1772,64551,206,BENIGN
9572,1,12,802,1445,47051,439,BENIGN
12,2,0,0,0,52708,845,PortScan
6485,15,12,126,1786,32754,922,BENIGN
3465705,2283,3,69,0,60072,80,DDoS
9141,1,11,317,4962,27477,430,BENIGN
33,2,0,0,0,6848,21571,PortScan
6067,6,20,661,3493,36239,903,BENIGN
8867,14,4,1382,3103,28788,671,BENIGN
3228,20,8,1351,2184,19489,989,BENIGN
5001,11,14,1427,1677,37859,755,BENIGN
2105,6,17,626,4131,21730,135,BENIGN
25200,43,26,1000,571,44885,8080,Bot
2791,7,12,205,624,16070,503,BENIGN
344,19,6,350,4992,4189,905,BENIGN
9010,17,7,1036,3187,23280,563,BENIGN
2640,5,1,487,3501,12857,951,BENIGN
2192,15,14,799,4213,24915,885,BENIGN
3884,17,13,509,1438,33799,244,BENIGN
3435,9,17,1119,2554,20001,225,BENIGN
1264,9,15,579,724,22676,230,BENIGN
9572,16,6,1425,1592,3507,92,BENIGN
8773,7,18,85,663,13495,255,BENIGN
2187169,3343,4,93,0,37611,80,DDoS
60,2,0,0,0,18298,57784,PortScan
4565,11,14,965,1299,55272,876,BENIGN
55114,99,65,16080,33774,56801,445,Infiltration
8681,10,9,1104,2491,3249,742,BENIGN
329,5,11,1237,3174,60229,881,BENIGN
7018,11,12,1061,1914,1072,743,BENIGN
6303,15,11,499,722,38976,205,BENIGN
2675996,1264,5,74,0,30749,80,DDoS
81,2,0,0,0,27599,24282,PortScan
4481340,1196,4,77,0,12625,80,DDoS
7081,14,17,907,2222,27228,35,BENIGN
51,2,0,0,0,58003,13697,PortScan
5821,11,4,1185,3475,4520,175,BENIGN
70661,89,55,48754,22934,60296,445,Infiltration
5559,6,20,1208,756,52314,14,BENIGN
8945,4,4,728,3811,3006,100,BENIGN
4471,15,17,996,4736,59616,587,BENIGN
1942,19,9,1098,4469,63550,594,BENIGN
62,2,0,0,0,54811,1207,PortScan
3985,12,18,1219,1760,6320,38,BENIGN
9487,9,3,722,2397,18566,103,BENIGN
4902,3,12,1024,922,60625,385,BENIGN
4315,11,13,361,3126,42469,42,BENIGN
44,2,0,0,0,60360,12166,PortScan
3034,5,9,1202,974,48105,966,BENIGN
69403,93,95,46309,17794,36080,445,Infiltration
78,2,0,0,0,38573,49875,PortScan
9258,16,3,1241,1563,41091,138,BENIGN
9214,12,19,1268,2116,21327,656,BENIGN
7742,1,17,1343,1785,49177,294,BENIGN
1507,6,2,971,1076,37841,328,BENIGN
1014,5,10,1258,4757,18852,748,BENIGN
5149,19,14,1201,4113,12028,838,BENIGN
4455,8,5,774,4329,40743,101,BENIGN
17823,20,47,300,437,55636,8080,Bot
9531,12,4,1131,627,27648,782,BENIGN
38,2,0,0,0,46658,5011,PortScan
3671799,4790,6,88,0,43261,80,DDoS
5457,12,1,808,510,31400,972,BENIGN
1532,5,11,293,2669,54133,522,BENIGN
8205,18,3,1403,1607,32030,594,BENIGN
23923,87,25,13555,44291,4335,445,Infiltration
6404,3,1,1472,495,21877,323,BENIGN
4774550,4121,2,99,0,49581,80,DDoS
78,2,0,0,0,28240,60821,PortScan
55,2,0,0,0,7969,49385,PortScan
8559,6,6,573,267,22470,631,BENIGN
1505,1,19,1286,3594,6289,339,BENIGN
1256,4,10,881,1960,6052,53,BENIGN
5436,9,16,1497,4244,46042,485,BENIGN
90,2,0,0,0,26552,6070,PortScan
7818,6,17,453,538,9276,687,BENIGN
29500,30,31,361,349,21766,8080,Bot
4275879,1017,9,89,0,57293,80,DDoS
8922,18,18,1084,3326,18912,289,BENIGN
97,2,0,0,0,30771,38434,PortScan
82666,47,97,30084,2825,15951,445,Infiltration
11177,99,81,23394,33997,42110,445,Infiltration
69485,75,70,5908,7054,35051,445,Infiltration
2869893,4684,6,85,0,30328,80,DDoS
2770,13,2,1296,986,10917,459,BENIGN
1475,15,12,642,627,34599,965,BENIGN
2059,7,3,1135,2905,19749,196,BENIGN
6092,4,18,749,164,25134,539,BENIGN
62,2,0,0,0,31807,21866,PortScan
82542,27,84,12780,12918,50310,445,Infiltration
3527,19,8,483,4370,63745,131,BENIGN
5805,1,5,244,3627,58838,203,BENIGN
1424,10,18,921,3934,9648,806,BENIGN
1658,4,13,194,1297,34114,498,BENIGN
50282,25,7,471,327,13888,8080,Bot
6989,2,9,321,1754,46530,762,BENIGN
5753,2,16,1033,2851,40425,152,BENIGN
83323,80,57,18063,38499,53770,445,Infiltration
912914,4888,1,88,0,33719,80,DDoS
7372,2,19,884,4782,49739,756,BENIGN
38287,76,48,5980,16073,31835,445,Infiltration
75,2,0,0,0,39575,18650,PortScan
1200,12,5,980,1005,38151,653,BENIGN
1052,16,5,1199,360,26619,882,BENIGN
3718,1,9,1379,528,62717,813,BENIGN
7209,14,13,1049,764,56251,201,BENIGN
8508,10,5,1360,2432,36540,580,BENIGN
7346,20,1,569,4464,48050,541,BENIGN
9180,20,12,1285,3394,47492,1007,BENIGN
49,2,0,0,0,1715,17710,PortScan
18766,24,28,771,358,5851,8080,Bot
8614,15,16,131,4267,47037,823,BENIGN
19,2,0,0,0,41211,15268,PortScan
7375,1,14,375,1462,57678,248,BENIGN
5566,19,2,445,1837,37440,242,BENIGN
45088,44,15,761,200,22903,8080,Bot
8498,15,10,192,2234,14180,936,BENIGN
1556,16,12,930,1508,60249,591,BENIGN
1116,18,3,1171,3947,12926,3,BENIGN
7853,11,8,361,4353,22946,44,BENIGN
20,2,0,0,0,55992,1505,PortScan
8883,13,3,1224,3574,14911,271,BENIGN
4537,7,1,263,2806,40559,990,BENIGN
6346,20,2,1381,1835,13196,651,BENIGN
2242,8,17,1323,3071,52932,139,BENIGN
9020,12,9,499,2483,57729,322,BENIGN
5200,5,3,564,1640,23434,623,BENIGN
5164,7,14,173,2524,32389,326,BENIGN
56,2,0,0,0,8720,22652,PortScan
5407,19,7,804,4843,14806,460,BENIGN
8283,2,2,621,874,63293,264,BENIGN
6449,3,2,426,878,18251,446,BENIGN
6925,7,14,830,1822,23622,991,BENIGN
9886,3,11,726,743,37285,1011,BENIGN
4497582,2391,5,100,0,45185,80,DDoS
9715,17,16,738,1278,12509,161,BENIGN
7049,6,3,918,1223,46350,232,BENIGN
5257,1,3,1210,3465,41042,861,BENIGN
28,2,0,0,0,48135,60227,PortScan
9321,9,11,1195,3572,53774,128,BENIGN
8026,15,12,1170,1899,35651,76,BENIGN
1939,1,15,431,4071,31217,595,BENIGN
12652,50,5,810,702,50625,8080,Bot
7674,18,12,654,2119,25506,349,BENIGN
7283,7,11,1002,2173,18494,572,BENIGN
16,2,0,0,0,35654,64531,PortScan
2115303,3658,7,90,0,27082,80,DDoS
5790,9,17,578,2159,37703,1003,BENIGN
3309912,2827,5,88,0,11287,80,DDoS
46280,29,39,963,752,29014,8080,Bot
9275,3,17,198,1865,28422,207,BENIGN
1643,18,9,80,944,22236,163,BENIGN
4924,12,3,1207,3551,18529,762,BENIGN
9426,3,17,976,4925,37059,607,BENIGN
28335,61,96,25391,19890,33356,445,Infiltration
5672,14,15,173,690,23891,606,BENIGN
5806,11,6,119,2715,31502,609,BENIGN
1241,18,2,256,843,57069,463,BENIGN
43,2,0,0,0,57155,31760,PortScan
5848,4,5,258,2124,2781,634,BENIGN
8599,4,10,812,4177,57043,304,BENIGN
2333,13,3,125,1515,53282,658,BENIGN
4903,4,17,1227,2687,3664,664,BENIGN
2629,9,1,461,2572,16364,56,BENIGN
1270,1,20,82,1432,44437,879,BENIGN
6782,4,12,882,4155,22112,787,BENIGN
54862,42,10,502,996,23387,8080,Bot
7342,19,18,134,2858,27097,624,BENIGN
9573,3,14,1209,4748,38050,379,BENIGN
89,2,0,0,0,59331,24632,PortScan
4734149,1672,10,84,0,53987,80,DDoS
9236,12,7,632,118,5426,35,BENIGN
5700,6,17,1168,2525,43315,777,BENIGN
2384,1,11,368,3209,63570,907,BENIGN
5712,9,19,350,3494,54108,782,BENIGN
472,16,15,1009,1244,27028,137,BENIGN
87444,61,80,32076,3535,61957,445,Infiltration
4666,11,10,653,1037,52103,312,BENIGN
4695001,4619,4,71,0,46243,80,DDoS
9475,16,5,136,3302,27702,223,BENIGN
1008,6,5,1110,1661,34137,567,BENIGN
4237,16,18,405,3624,60991,888,BENIGN
2854,17,11,645,4752,53097,61,BENIGN
9286,5,5,1383,734,39994,455,BENIGN
3468238,1344,5,65,0,23337,80,DDoS
2977,3,2,1013,710,8386,916,BENIGN
36115,38,20,718,879,19794,8080,Bot
2177,2,11,96,3530,48163,838,BENIGN
5134,18,1,1409,4907,40326,857,BENIGN
33290,22,43,752,754,47591,8080,Bot
12464,16,35,439,489,54678,8080,Bot
8719,20,20,723,1972,35342,414,BENIGN
4042,3,6,651,2235,64163,246,BENIGN
78,2,0,0,0,33995,59933,PortScan
262,11,13,204,3542,13659,627,BENIGN
9818,18,9,253,3390,14566,948,BENIGN
4071628,3047,1,87,0,34188,80,DDoS
5295,3,10,493,3481,3660,622,BENIGN
8873,1,14,1107,644,12650,664,BENIGN
693,16,15,1462,3463,54996,908,BENIGN
2011,5,10,1283,3671,27180,750,BENIGN
28893,36,34,772,971,11725,8080,Bot
7654,14,13,1469,3169,58535,604,BENIGN
5020,1,20,280,1929,60664,283,BENIGN
2440,5,3,1272,1403,12189,297,BENIGN
7075,17,15,459,930,43034,612,BENIGN
3372,4,20,320,1343,13366,839,BENIGN
1144709,1265,2,79,0,41226,80,DDoS
4206016,3325,2,80,0,25843,80,DDoS
4971,5,18,692,2393,53578,555,BENIGN
3598,7,5,686,1022,57515,38,BENIGN
3952258,4560,3,69,0,20788,80,DDoS
6179,13,5,526,2661,17245,460,BENIGN
3064,5,17,1430,4075,37001,303,BENIGN
15789,88,100,4180,4977,56656,445,Infiltration
2371,10,18,585,959,59457,608,BENIGN
7093,4,9,1035,2089,58837,356,BENIGN
4657,6,42,420,625,52483,8080,Bot
9158,2,17,698,4130,28107,869,BENIGN
81050,81,57,35776,11586,13006,445,Infiltration
3598,20,9,1495,4324,10350,506,BENIGN
9979,19,16,230,1927,19347,996,BENIGN
23651,46,49,490,225,1747,8080,Bot
5376,18,14,382,3191,5855,499,BENIGN
986,16,14,317,3674,52004,189,BENIGN
4548,15,14,293,625,28769,591,BENIGN
31,2,0,0,0,41183,40190,PortScan
19,2,0,0,0,33859,51242,PortScan
463,5,17,446,2312,33356,521,BENIGN
1109,18,5,547,4140,46174,603,BENIGN
1548,5,3,829,3588,63675,940,BENIGN
7667,6,16,1224,691,33996,369,BENIGN
2048388,2301,1,79,0,63277,80,DDoS
2767,15,5,1416,3494,23307,790,BENIGN
8285,17,9,1172,4880,11963,54,BENIGN
3318,8,11,1261,3482,19845,317,BENIGN
919,16,10,1086,4960,16786,343,BENIGN
73,2,0,0,0,49485,55401,PortScan
1465,18,19,644,4657,29712,202,BENIGN
5565,11,16,977,3245,16114,362,BENIGN
2123965,4813,9,75,0,50375,80,DDoS
6722,2,15,1345,1325,58514,571,BENIGN
9172,27,24,176,917,60180,8080,Bot
8925,14,18,1390,1364,5131,602,BENIGN
6220,10,14,437,398,14858,438,BENIGN
4056232,1429,8,86,0,13311,80,DDoS
8907,19,2,1318,1515,57608,366,BENIGN
898,2,12,1361,117,8695,992,BENIGN
5195,13,17,684,471,47601,106,BENIGN
7237,12,5,384,4403,14518,348,BENIGN
9472,3,16,1266,2849,58409,953,BENIGN
58,2,0,0,0,35507,38892,PortScan
7035,2,7,1232,1045,29040,481,BENIGN
1510,2,19,941,3605,15134,1022,BENIGN
4099,11,1,308,711,2350,169,BENIGN
91880,13,54,29992,41139,9214,445,Infiltration
9625,19,6,1283,1708,62980,255,BENIGN
9737,15,12,696,4163,39184,779,BENIGN
6367,6,16,877,1699,64178,139,BENIGN
7111,3,15,1453,1745,60421,794,BENIGN
3463,9,3,686,3622,29169,163,BENIGN
27,2,0,0,0,27484,60209,PortScan
17,2,0,0,0,23232,1433,PortScan
9363,18,15,423,4382,22071,211,BENIGN
4460406,4781,8,95,0,23725,80,DDoS
5215,1,5,445,4255,21159,372,BENIGN
47,2,0,0,0,22120,54314,PortScan
25034,17,37,901,894,64712,8080,Bot
4268116,3728,1,71,0,5634,80,DDoS
6560,15,16,841,165,62000,971,BENIGN
3318,3,4,1407,4500,19509,903,BENIGN
9760,2,14,532,577,30219,299,BENIGN
4666568,3138,6,89,0,40980,80,DDoS
2325,19,17,1224,481,61327,428,BENIGN
1294,7,13,793,2642,36217,63,BENIGN
4236,2,4,192,2194,35887,757,BENIGN
3815,15,6,132,4606,56363,23,BENIGN
44104,16,7,421,787,47459,8080,Bot
741,20,2,327,238,33174,969,BENIGN
1651105,4229,6,97,0,28947,80,DDoS
5108,5,19,185,1835,11825,185,BENIGN
1018,8,9,144,538,54642,953,BENIGN
673636,1101,3,97,0,36852,80,DDoS
5295,7,18,353,4651,46128,37,BENIGN
7067,11,19,422,3675,25072,791,BENIGN
9547,1,2,550,2075,28556,240,BENIGN
9977,10,15,733,1391,18547,447,BENIGN
2635,3,20,525,732,8065,738,BENIGN
4090285,2905,2,80,0,29385,80,DDoS
3599,18,8,560,3904,29183,125,BENIGN
3992436,2791,3,72,0,36948,80,DDoS
3761,14,14,706,4004,63857,479,BENIGN
14,2,0,0,0,59731,21486,PortScan
2663,14,12,1189,1118,17075,177,BENIGN
1167,12,20,113,4632,55130,459,BENIGN
5161,16,9,1215,2583,36070,10,BENIGN
6517,4,16,351,2100,57637,77,BENIGN
9216,7,11,1400,2572,31033,862,BENIGN
7614,11,5,1392,395,35993,357,BENIGN
1622,3,16,737,1114,6898,616,BENIGN
1835308,2819,0,90,0,29038,80,DDoS
15,2,0,0,0,60119,11929,PortScan
922,13,6,1305,231,36196,58,BENIGN
3866,16,12,518,1610,9426,371,BENIGN
7665,11,18,548,3595,14592,204,BENIGN
4184,11,11,1270,4098,9120,19,BENIGN
5378,1,2,1062,2686,26697,215,BENIGN
5049,5,7,591,2241,36617,841,BENIGN
8280,61,74,4237,2037,7145,445,Infiltration
8892,9,7,599,4446,6079,82,BENIGN
588306,4667,1,90,0,11037,80,DDoS
1786020,3182,7,89,0,13653,80,DDoS
8884,6,7,207,4273,51789,289,BENIGN
1442,13,3,632,3515,50985,976,BENIGN
6373,20,12,1287,2410,46523,658,BENIGN
3531,20,9,707,2773,42538,453,BENIGN
3631,20,8,1448,2582,48159,675,BENIGN
370,6,13,598,3208,4981,67,BENIGN
83,2,0,0,0,33472,12499,PortScan
3722,3,2,550,4673,33301,369,BENIGN
2791404,4084,2,88,0,54591,80,DDoS
1905,11,19,1024,2003,39008,215,BENIGN
2732,14,18,916,2579,41471,450,BENIGN
7075,9,20,199,2333,42249,334,BENIGN
6089,19,16,481,3905,7753,309,BENIGN
6967,8,7,925,4646,14715,521,BENIGN
402,10,12,197,4500,44123,226,BENIGN
1158,6,7,624,4608,46646,345,BENIGN
4929,10,16,1204,1780,41983,192,BENIGN
8813,16,15,877,825,53379,650,BENIGN
9636,19,2,284,2763,59787,964,BENIGN
2700,1,12,945,3373,58761,369,BENIGN
6077,19,13,763,4846,14088,210,BENIGN
2503,9,18,185,598,43268,69,BENIGN
1329741,1584,0,75,0,60110,80,DDoS
6215,3,7,617,2131,31977,63,BENIGN
4182,12,19,1350,3777,40343,503,BENIGN
49,2,0,0,0,20516,30594,PortScan
83,2,0,0,0,40568,42318,PortScan
3817,14,10,1208,1264,19620,925,BENIGN
72,2,0,0,0,37705,49221,PortScan
6875,18,12,213,3344,2816,622,BENIGN
356,7,3,1105,205,2067,983,BENIGN
1673,11,19,507,4403,7439,719,BENIGN
53,2,0,0,0,54256,7670,PortScan
2471873,2984,10,92,0,2964,80,DDoS
8405,6,16,1008,2308,59500,345,BENIGN
9032,20,15,641,3797,51370,440,BENIGN
7551,1,12,603,1411,41311,331,BENIGN
55,2,0,0,0,56780,10160,PortScan
3360,1,2,1397,609,49581,55,BENIGN
2973,9,18,1190,1838,46746,975,BENIGN
9875,16,18,319,3471,53704,197,BENIGN
4025,20,19,247,4734,63884,596,BENIGN
6926,13,19,944,899,13059,225,BENIGN
334,6,4,1015,1583,54600,758,BENIGN
7780,14,7,1288,1292,57566,120,BENIGN
4276882,1587,3,99,0,20629,80,DDoS
7987,10,17,233,1333,58550,840,BENIGN
8759,5,15,782,2997,8734,182,BENIGN
54769,21,40,12799,40460,28546,445,Infiltration
4568635,3483,7,88,0,29410,80,DDoS
873,8,7,819,4618,12583,288,BENIGN
9479,7,8,1459,2895,46056,458,BENIGN
6844,13,15,1297,3273,11907,377,BENIGN
85,2,0,0,0,41512,22887,PortScan
2474,13,2,630,1157,56196,743,BENIGN
41,2,0,0,0,11980,4150,PortScan
169938,1882,8,73,0,57794,80,DDoS
4782,16,3,983,1877,17492,190,BENIGN
8209,6,14,818,4552,29276,1001,BENIGN
9110,11,14,311,1513,38977,945,BENIGN
26,2,0,0,0,21211,4836,PortScan
1027194,1304,5,69,0,7870,80,DDoS
5485,3,14,533,4484,16554,922,BENIGN
5343,17,19,754,881,24958,390,BENIGN
9693,5,17,829,3072,48538,552,BENIGN
9633,16,17,453,626,37910,27,BENIGN
4310,16,4,189,1861,62544,496,BENIGN
6371,10,16,270,4745,33632,243,BENIGN
4558869,4968,5,71,0,57962,80,DDoS
5539,20,12,1048,1892,59404,531,BENIGN
4739,19,4,415,3161,34974,716,BENIGN
5467,18,18,777,1985,3884,28,BENIGN
2763,17,16,1492,1917,63916,702,BENIGN
3295,10,17,1360,4515,12596,621,BENIGN
6713,1,20,1269,2521,19661,247,BENIGN
3993,19,9,786,1818,59353,704,BENIGN
32,2,0,0,0,56895,30609,PortScan
10,2,0,0,0,28925,20635,PortScan
1332,7,16,144,3962,14469,309,BENIGN
6963,2,7,100,4969,10929,71,BENIGN
4749,16,18,487,748,26678,25,BENIGN
31952,27,40,176,431,30222,8080,Bot
3034,16,20,362,842,4465,858,BENIGN
230,1,9,120,1006,27059,597,BENIGN
1252,7,15,888,918,51820,240,BENIGN
22,2,0,0,0,43094,19790,PortScan
3748352,2315,0,75,0,63277,80,DDoS
6507,13,16,131,4051,19120,707,BENIGN
20,2,0,0,0,35754,5180,PortScan
21,2,0,0,0,38595,20009,PortScan
1811,6,10,902,2720,56918,527,BENIGN
4272,19,14,722,4535,54116,384,BENIGN
5409,14,3,803,1629,21809,330,BENIGN
6243,20,14,1113,4317,46476,1007,BENIGN
1214437,3190,7,85,0,33401,80,DDoS
67596,40,72,30260,20192,47515,445,Infiltration
344,16,17,89,2724,6022,165,BENIGN
4886,16,11,1209,4377,41786,197,BENIGN
7440,9,6,811,2098,21825,174,BENIGN
57,2,0,0,0,63896,57770,PortScan
2659688,4897,0,82,0,8324,80,DDoS
94,2,0,0,0,50377,27985,PortScan
8727,19,7,706,1251,4203,687,BENIGN
346,12,6,1165,4577,12857,65,BENIGN
940,6,3,1276,2360,7436,702,BENIGN
56,2,0,0,0,46524,24837,PortScan
1168,2,5,240,1813,7636,63,BENIGN
7107,19,3,492,2441,59483,948,BENIGN
3279,20,14,648,726,33736,724,BENIGN
19712,35,17,932,890,35033,8080,Bot
3540,6,18,372,1380,2302,782,BENIGN
9687,17,14,170,3377,49641,750,BENIGN
28757,44,33,394,522,64877,8080,Bot
4947,5,6,818,4510,50622,981,BENIGN
6201,17,7,1157,1855,6146,406,BENIGN
95,2,0,0,0,58311,5383,PortScan
90,2,0,0,0,44106,23860,PortScan
7953,15,17,1192,4671,63548,334,BENIGN
7809,12,14,322,2067,15254,866,BENIGN
6326,7,3,219,3941,58874,171,BENIGN
3878,10,7,429,3392,10049,813,BENIGN
7787,6,16,220,2069,61162,221,BENIGN
94799,90,63,7317,41367,42602,445,Infiltration
6821,2,20,564,4475,42719,445,BENIGN
6259,11,12,108,2143,13671,945,BENIGN
1996,11,18,747,1328,45973,1004,BENIGN
26922,28,47,12411,44953,50039,445,Infiltration
868,5,10,596,3734,42411,851,BENIGN
5452,16,16,1147,665,57379,141,BENIGN
5443,20,12,867,4025,53555,587,BENIGN
1393,13,18,807,538,5559,216,BENIGN
5844,11,19,448,185,20134,1007,BENIGN
6672,3,3,943,2741,10296,368,BENIGN
6711,4,18,609,2539,52889,916,BENIGN
8025,18,14,67,3972,25791,328,BENIGN
7697,14,19,1427,239,39286,140,BENIGN
9560,7,19,1209,3369,54460,668,BENIGN
457,17,3,1117,3491,57863,636,BENIGN
2184,11,18,984,2013,44789,513,BENIGN
8121,2,4,1322,1469,56973,555,BENIGN
1413,12,18,1178,4027,64732,228,BENIGN
6783,7,14,103,690,56093,301,BENIGN
3002413,4265,6,79,0,5671,80,DDoS
9442,20,14,1026,1274,39801,499,BENIGN
41358,44,14,557,853,35487,8080,Bot
3541,10,7,844,4582,35563,477,BENIGN
4497,7,6,674,148,12880,996,BENIGN
4697,3,16,914,1801,36137,652,BENIGN
2428,13,13,946,3861,12979,406,BENIGN
654,17,9,119,2828,26338,731,BENIGN
3011,2,6,1109,4480,7636,119,BENIGN
8788,20,12,620,4159,34657,721,BENIGN
3662,17,13,101,764,26617,915,BENIGN
6132,7,14,845,3954,5556,630,BENIGN
41,2,0,0,0,58408,7021,PortScan
417,2,8,1257,3468,65091,174,BENIGN
9331,18,5,1454,2182,64869,117,BENIGN
3982,12,8,531,3939,58719,690,BENIGN
2483,4,14,1427,1678,11337,683,BENIGN
4980,7,6,237,3959,4424,737,BENIGN
2871,4,14,1207,2746,56074,118,BENIGN
719,2,12,1494,4674,47915,404,BENIGN
2947,7,15,740,2538,3128,430,BENIGN
1405,7,11,1494,2433,20686,897,BENIGN
4312,3,7,523,1810,5653,587,BENIGN
5852,6,17,1005,3651,33019,561,BENIGN
8315,4,9,850,1887,41851,311,BENIGN
46,2,0,0,0,54151,38343,PortScan
40136,41,53,8590,35319,11432,445,Infiltration
82,2,0,0,0,33635,30802,PortScan
4630,11,8,387,358,16156,967,BENIGN
35068,52,30,44088,36257,9702,445,Infiltration
78694,73,12,37615,39047,27352,445,Infiltration
87,2,0,0,0,20019,34621,PortScan
7626,2,5,812,632,30151,404,BENIGN
2346,10,17,574,452,59822,361,BENIGN
2154,19,3,1354,4627,43920,1023,BENIGN
1547,8,12,143,3879,35387,382,BENIGN
6829,19,8,1186,3985,46348,764,BENIGN
2009,3,2,764,4397,52155,675,BENIGN
45223,46,38,15521,24176,61107,445,Infiltration
5613,18,11,894,470,52568,26,BENIGN
5130,19,4,320,1825,30992,964,BENIGN
7854,74,23,47186,29282,45929,445,Infiltration
8365,17,18,1318,4556,23546,115,BENIGN
487,5,5,664,1118,60350,870,BENIGN
16,2,0,0,0,29728,52829,PortScan
7860,8,20,476,2540,11246,711,BENIGN
1718892,2776,7,94,0,42615,80,DDoS
3486709,1952,9,69,0,40924,80,DDoS
3986,17,11,1058,2350,47596,1010,BENIGN
7782,20,8,1134,4314,49588,847,BENIGN
9915,10,4,690,4775,11024,91,BENIGN
8218,19,17,1447,4399,15126,596,BENIGN
7213,7,14,674,4650,55783,496,BENIGN
2009,20,2,1015,2074,39258,331,BENIGN
6189,13,2,101,4929,43469,216,BENIGN
7222,10,8,1226,898,16639,10,BENIGN
3685,3,16,1235,3314,46300,403,BENIGN
1762,12,1,1064,3620,31772,1019,BENIGN
6503,3,13,1002,2107,39788,861,BENIGN
9381,18,7,92,4096,35373,381,BENIGN
69,2,0,0,0,10612,59569,PortScan
3209,11,11,496,888,52369,386,BENIGN
9187,19,10,1358,2308,2652,705,BENIGN
303292,1582,3,65,0,38258,80,DDoS
7742,6,17,428,2429,25973,122,BENIGN
3073971,4010,2,67,0,7643,80,DDoS
4544,10,11,521,1079,5713,982,BENIGN
4030,7,11,591,3253,24963,973,BENIGN
9801,12,2,1191,1406,37167,480,BENIGN
9143,11,14,1109,1137,57047,984,BENIGN
97366,48,48,2424,30862,31859,445,Infiltration
2206,9,19,736,893,5258,210,BENIGN
9879,9,14,114,1185,43249,173,BENIGN
6336,4,3,321,1088,61183,344,BENIGN
1229,11,3,1047,3680,50647,965,BENIGN
53,2,0,0,0,33577,27176,PortScan
8974,13,10,921,1110,35164,833,BENIGN
79,2,0,0,0,6827,26020,PortScan
7087,7,16,1120,3177,31350,169,BENIGN
3125,15,8,892,2608,61481,389,BENIGN
53760,18,48,730,364,1069,8080,Bot
3264,13,19,1330,2653,35719,271,BENIGN
2525,12,6,1100,209,54993,124,BENIGN
494004,1654,7,73,0,55048,80,DDoS
36637,75,70,34428,24082,7837,445,Infiltration
27,2,0,0,0,32208,37830,PortScan
2638,10,13,231,2949,25334,718,BENIGN
2224,5,11,956,4949,63290,565,BENIGN
1477,8,13,284,4568,48984,16,BENIGN
7371,7,8,1245,3083,49360,436,BENIGN
3891,16,5,459,4114,24087,65,BENIGN
3357,6,8,1474,4444,1497,756,BENIGN
14787,23,26,720,136,23076,8080,Bot
8291,17,14,339,3166,9792,491,BENIGN
51885,17,15,648,409,14514,8080,Bot
7531,19,15,240,4778,30986,525,BENIGN
232,5,17,278,801,64734,547,BENIGN
7604,11,10,1024,3164,23521,777,BENIGN
8655,5,18,550,4357,16569,120,BENIGN
5179,9,14,777,3085,11288,969,BENIGN
6928,18,19,1362,4945,14471,296,BENIGN
8901,16,5,374,287,10640,227,BENIGN
4301,13,1,335,1710,35591,761,BENIGN
4508,13,20,561,1195,36824,805,BENIGN
77,2,0,0,0,10877,34868,PortScan
3735,15,3,1440,138,31417,752,BENIGN
2448,13,8,171,2495,54058,658,BENIGN
2721,19,7,1208,4461,64252,979,BENIGN
9101,20,16,650,3223,42138,806,BENIGN
5452,13,20,624,1847,47311,483,BENIGN
7208,11,5,549,2736,57054,660,BENIGN
9321,15,12,122,1065,7545,619,BENIGN
3583,7,14,1168,4389,50758,630,BENIGN
5599,9,17,742,4917,12044,359,BENIGN
